title,company,tags,salary,location,date,description
Auxiliary Labourers,City of New Westminster,ops,Not specified,"New Westminster,",2026-05-25T11:48:22+00:00,"Organization City of New Westminster Region British Columbia Application Deadline June 8, 2026 Type Auxiliary Category Public works & operations Twitter Facebook Linkedin Send Save Print Description Click here to view full screen From the same organization Street Use & Parking Enforcement Officer - City of New Westminster 7 Jun, 2026 Facilities Maintenance Technician - City of New Westminster 14 Jun, 2026 Business Licensing Clerk (Clerk 3) - City of New Westminster 4 Jun, 2026 MORE Please mention the word **GRACEFUL** and tag ROjox when applying to show you read the job post completely (#ROjox). This is a beta feature to avoid spam applicants. Companies can search these words to find applicants that read this and see they're human."
Analyst Accounts Payable,Cint,"analyst, technical, customer support, marketing, accounting, finance, education, exec, excel, legal",Not specified,"Gurugram, Gurugram, Haryana, India",2026-05-25T11:33:45+00:00,"Who We Are Cint is a pioneer in research technology (ResTech). Our platform enables customers to ask questions and receive answers from real people, empowering them to build business strategies, confidently publish research, and accurately measure the impact of digital advertising. The Cint platform is the world's largest programmatic marketplace with nearly 300 million respondents across more than 150 countries who consent to share their opinions, motivations, and behaviors. Cint has been listed on Nasdaq Stockholm (STO:CINT) since February 2021. The Cint group consists of 18 legal entities globally, with over 900 employees spread across 14 offices worldwide. We are feeding the world's curiosity! Job Description Experience: 2–3 Years Role Objective The Analyst, Accounts Payable will be responsible for the end-to-end processing of vendor invoices, ensuring accuracy in financial records and maintaining strong vendor relationships. With 2–3 years of experience, the candidate is expected to handle complex reconciliations, assist in month-end closings, and identify opportunities for process automation and efficiency. Key Responsibilities 1. Invoice & Payment Processing Manage the full-cycle AP process: coding, matching (2-way/3-way), and entering invoices. Review and verify payment request, employee reimbursements, and credit card statements. Schedule and execute weekly payment runs (ACH, Wire etc.) while ensuring compliance with internal controls. 2. Vendor Management & Reconciliation Act as the primary point of contact for vendor inquiries and dispute resolution. Perform monthly reconciliations of vendor statements to identify and resolve discrepancies. 3. Month-End & Financial Reporting Assist in the month-end closing process by preparing AP accruals and aging reports. Reconcile the Accounts Payable sub-ledger to the General Ledger. Monitor AP aging to ensure timely payments. Prepare ad hoc financial reporting and analysis and complete special projects, as needed. 4. Compliance & Process Improvement Ensure all payments adhere to company authorization limits and VAT/Tax compliance regulations. Support internal and external audits by providing necessary documentation and explanations. Suggest and implement improvements to the AP workflow to increase accuracy and reduce manual entry. Qualifications Required Skills & Qualifications Education: Bachelor's degree in Accounting, Finance, or a related field. Experience: Minimum 2 years of dedicated experience in Accounts Payable or General Accounting. Technical Proficiency: * Advanced proficiency in MS Excel (VLOOKUPs, Pivot Tables). Hands-on experience with ERP and T&E systems (e.g., SAP, Oracle, NetSuite). Core Competencies: Strong understanding of GAAP and the P2P (Procure-to-Pay) cycle. Team player with strong analytical skills and attention to detail and an intense desire to automate and streamline manual processes. Strong communication skills for negotiating with vendors and aligning with internal teams. Preferred Attributes Experience in a multi-currency or global business environment. High energy with ability to work in a fast-paced, dynamic environment. Additional Information Our Values Collaboration is our superpower We uncover rich perspectives across the world Success happens together We deliver across borders. Innovation is in our blood We're pioneers in our industry Our curiosity is insatiable We bring the best ideas to life. We do what we say We're accountable for our work and actions Excellence comes as standard We're open, honest and kind, always. We are caring We learn from each other's experiences Stop and listen; every opinion matters We embrace diversity, equity and inclusion. More About Cint We're proud to be recognised in Newsweek's 2025 Global Top 100 Most Loved Workplaces®, reflecting our commitment to a culture of trust, respect, and employee growth. In June 2021, Cint acquired Berlin-based GapFish – the world's largest ISO certified online panel community in the DACH region – and in January 2022, completed the acquisition of US-based Lucid – a programmatic research technology platform that provides access to first-party survey data in over 110 countries. Cint Group AB (publ), listed on Nasdaq Stockholm, this growth has made Cint a strong global platform with teams across its many global offices, including Stockholm, London, New York, New Orleans, Singapore, Tokyo and Sydney. (www.cint.com) Additionally, in a world of AI, we want our candidates to understand our approach to the use of AI during the interview and hiring process, so we'd appreciate you reading our AI usage guide. Please mention the word **DELECTABLE** and tag ROjox when applying to show you read the job post completely (#ROjox). This is a beta feature to avoid spam applicants. Companies can search these words to find applicants that read this and see they're human."
Educator,Tutor Me LA LLC,"embedded, sys admin, infosec, education, technical, coordinator, customer support, dev, testing, marketing, travel, speech, exec, payroll, video, cloud, microsoft, ops, excel, stats, medical, recruiter, full time, digital nomad, project manager, finance, junior, virtual assistant, senior, biotech, teaching",Not specified,"Los Angeles, Los Angeles, California, United States",2026-05-25T10:40:19+00:00,"Tutor Me Education is reshaping how students learn. We are looking for teachers and tutors with virtual tutoring experience to provide 1:1 or group instruction to students all across the country! Here are the details: Virtual instruction from your home computer, on your schedule! This is a remote job! Set your own availability and change it at any time Set your own hourly rate and negotiate on a per job basis We will ask you to share the subjects you can teach the best, and systematically send jobs to your email based on those subjects About Tutor Me Education: We are a tutoring and test-preparation platform that connects tutors with clients and school districts Tutors set their own hourly rate and decide which tutoring jobs to accept based on their availability At Tutor Me Education, there are always new job opportunities with hundreds of new students signing up every day! Requirements Job requirements: Previous tutoring/teaching experience highly preferred Previous experience with special education, accommodations, and working with students with learning disabilities highly preferred At least a Bachelor's degree Ability to make learning fun and interactive, with the focus of the tutoring often determined by student questions and comments Ability to pass a background check if required This is a contract job, with opportunities for additional tutoring/virtual instruction thereafter. Tutors and teachers on our platform systematically receive opportunities as they come in based on experience, subjects offered, availability, etc Benefits Flexible schedule! Work from home on your personal computer! Set your own hourly rate! Please mention the word **IMPRESSIVENESS** and tag ROjox when applying to show you read the job post completely (#ROjox). This is a beta feature to avoid spam applicants. Companies can search these words to find applicants that read this and see they're human."
GP Republic of Ireland,HealthHero,"design, education, customer support, copywriting, marketing, speech, video, seo, mobile, exec, content writing, stats, social media, digital nomad, virtual assistant, sys admin, medical",Not specified,"Dublin, Dublin, County Dublin, Ireland",2026-05-25T10:40:19+00:00,"Remuneration: €82.50 - €102.50 per hour sessional Are you looking for a new challenge? Do you want more balance? More freedom? Hours that fit your lifestyle? We're looking for GPs to join us, working remotely across the Republic of Ireland, to deliver the future of healthcare. If you are on the IMC SPECIALIST Register, maintain Professional Competence with the ICGP and have a minimum of 2 years post-training experience (at any time) within the Irish Healthcare system, we want to hear from you! Who are we? At HealthHero we bring human expertise and digital convenience together to deliver digital-first, integrated care that is revolutionising the healthcare industry. We know that people's healthcare needs cannot be constrained by 9-5 working hours, and nor should their clinicians be. As the leading provider of remote GP advice services in the UK and ROI, our services are accessible to over eight million patients and across the group. Requirements You will need to be resident within ROI. Benefits What do we do and where do you fit in? In the ROI we work with private clients, and you'll be offering episodic non-emergency care to patients with private health insurance or employees of a client company, via remote appointments. Please mention the word **LUCKINESS** and tag ROjox when applying to show you read the job post completely (#ROjox). This is a beta feature to avoid spam applicants. Companies can search these words to find applicants that read this and see they're human."
HR Administrative Assistant,Orchestrate Consulting Group,"hr, consulting, virtual assistant",Not specified,,2026-05-25T09:03:00+00:00,Posted 8:04:16 AM. Orchestrate Consulting's mission is to help job seekers access carefully coordinated opportunities…See this and similar jobs on LinkedIn. Please mention the word **HAPPILY** and tag ROjox when applying to show you read the job post completely (#ROjox). This is a beta feature to avoid spam applicants. Companies can search these words to find applicants that read this and see they're human.
Project Management Specialist,Crossing Hurdles,"project manager, exec",Not specified,,2026-05-25T08:08:18+00:00,Posted 12:37:35 PM. Position: Project Management SpecialistType: ContractCompensation: $63 - $119/hourLocation:…See this and similar jobs on LinkedIn. Please mention the word **REJOICINGLY** and tag ROjox when applying to show you read the job post completely (#ROjox). This is a beta feature to avoid spam applicants. Companies can search these words to find applicants that read this and see they're human.
Range Operator,Downer,"infosec, education, supervisor, customer support, travel, speech, exec, medical, recruiter",Not specified,"Wagga Wagga,",2026-05-25T07:01:30+00:00,"We're proud to announce a major milestone for Downer. Downer has been awarded the Property and Asset Services (PAS) contract to deliver base and estate services across their two largest regions NSW/ACT and QLD. This is a significant milestone for our business and our enduring 80+ year relationship with the Australian Defence Force. We're inviting applications to join our permanent workforce primarily based at RAAF base Wagga or Kapooka as a Range Operator . There will be occasional travel to a nearby base when needed for range assistance and first fire response. Vehicles will be provided for this travel. We're committed to building a workplace where everyone feels respected, valued, and empowered to contribute. We're looking for people from all backgrounds - whether you bring Defence experience, industry knowledge, or transferable skills from other sectors. If you're passionate about contributing to Defence capability and want to be part of a high-performing, inclusive team - express your interest today. What You'll Do This role offers a broad scope, with key responsibilities including: Support the Range Supervisor, by providing basic maintenance and operation of range facilities as well as ensuring site security, ensuring compliance with range standing orders and safety procedures Grounds maintenance and first fire response Conduct basic inspections, maintenance and upkeep of Training Areas and Ranges Provide inspections, safety and compliance to relevant standards Delivery of specialist Training Area and Range performance Provide input into reporting to support the Range Supervisor What You'll Bring Knowledge or experience with facilities maintenance, minor repairs, caretaker responsibilities An interest in grounds work and maintenance including lawn care, gardening, trimming, storm clean ups etc Range Induction Course. (desirable) Medium Rigid Truck Licence. (desirable) Current Open Driver's Licence Ability to obtain and maintain a Defence Security Clearance (Australian citizenship is mandatory). It will be a requirement of the role to complete relevant Public Safety Training Package units More than anything, you'll bring a strong work ethic, a positive attitude, and a commitment to delivering high-quality outcomes for our clients. Why Downer? At Downer, we plan, create, and sustain essential public services across Australia and New Zealand. From hospitals to data centres and defence partnerships, we manage critical infrastructure that keeps communities thriving. Downer is a sovereign-owned, ASX-listed Australian company and proud recipient of the Estate & Infrastructure Business of the Year (2025) and Prime Contractor of the Year for two consecutive years (2024, 2025). With over 80 years of support to the Australian Defence Force (ADF), our Base and Estate Management team delivers innovative solutions and integrated services to both the ADF and New Zealand Defence Force (NZDF). What It Means to Belong at Downer We're proud of our high-performance culture and commitment to diversity, offering: Training and development to support and diversify your career. With 30% of vacancies filled internally you'll find real opportunities to advance your career. Perks@Downer: healthcare discounts, great savings on retail purchases, car purchases and much more. Employee Assistance Program: professional support for you and your family when you need it most. You want your work to matter and so do we. With over 26,000 people across Australia, New Zealand and the Pacific, our team is made up of individuals with unique perspectives, backgrounds, and ideas. We know that diversity makes us stronger and we actively celebrate it through our commitment to inclusion and belonging. We're committed to building a team that reflects the diverse communities we serve and we welcome people of all ages, genders, sexual orientations, cultures, abilities, and lived experiences. We especially encourage applications from those whose voices have traditionally been underrepresented in our industry, including women, Aboriginal and Torres Strait Islander Peoples, Māori and Pasifika Peoples, veterans, people with disability, and neurodivergent individuals. Even if your experience doesn't align perfectly with this role, we'd still like to hear from you. If it feels like the right fit, apply - potential counts, and so do you. As a WORK180 Endorsed Employer, we support flexibility that works for your life, inclusive leadership that values your voice, and equitable access to opportunity so you can do your best work and bring your whole self to it. If you need support or adjustments through the recruitment process, just let us know, we're here to help you put your best foot forward. What You'll Need to Apply Please submit your application by following the link at the Apply Now button along with your CV and any applicable certificates and licenses. Please mention the word **BEAUTIFULLY** and tag ROjox when applying to show you read the job post completely (#ROjox). This is a beta feature to avoid spam applicants. Companies can search these words to find applicants that read this and see they're human."
Entry Level Administrative Assistant,RecruitLytics Hire,"analyst, technical, customer support, marketing, accounting, finance, education, exec, excel, legal, virtual assistant, video, microsoft, ops",Not specified,"المدينة, المدينة المدينة السعودية",2026-05-25T06:58:30+00:00,"We are seeking an Entry-Level Administrative Assistant to support our remote operations by handling essential administrative tasks and maintaining organized systems. This role is ideal for individuals who are detail-oriented, reliable, and enjoy working with structured processes in a digital environment. In this position, you will assist with data management, task coordination, and general administrative support to ensure daily operations run smoothly. Your ability to stay organized, follow instructions, and manage routine tasks accurately will contribute to overall team efficiency and workflow consistency. What You'll Be Doing: Perform data entry and maintain accurate records across internal systems Update spreadsheets, trackers, and documentation regularly Organize digital files and ensure information is easy to access Assist with scheduling, task coordination, and administrative workflows Monitor and follow up on assigned tasks to ensure completion Support internal teams by maintaining structured and up-to-date information Identify and flag missing or inconsistent data for correction Maintain clear and professional written communication What We're Looking For: Strong attention to detail and accuracy Good organizational and time management skills Ability to follow instructions and structured workflows Basic familiarity with tools like Google Sheets or Microsoft Excel Clear written communication skills Ability to manage repetitive tasks with consistency Self-motivated and able to work independently in a remote environment No prior experience required — training will be provided Tools & Work Environment: Spreadsheets (Google Sheets / Excel) Internal tracking and documentation systems Email and communication platforms Remote collaboration tools (chat and video calls) Benefits: Competitive entry-level compensation Flexible remote working schedule Structured onboarding and training support Opportunities for career growth in administration and operations Performance-based incentives Supportive and collaborative remote team environment Access to learning resources and skill development tools Why Join? This role offers a strong foundation in administrative support and digital operations. You will gain practical experience in data management, task coordination, and workflow organization—skills that are highly transferable across various career paths. Keywords: Administrative assistant • Entry-level • Remote role • Data entry • Office support • Task coordination • Digital organization • Spreadsheet skills • Work from home • Career development Please mention the word **LOYAL** and tag ROjox when applying to show you read the job post completely (#ROjox). This is a beta feature to avoid spam applicants. Companies can search these words to find applicants that read this and see they're human."
Social Media Manager,The Social Media Coach (SMC),"sys admin, architecture, marketing, exec, travel, video, education, content writing, stats, full time, customer support, copywriting, social media",Not specified,"Sydney, Sydney, New South Wales, Australia",2026-05-25T06:17:43+00:00,"Social Media ManagerAbout The Role We're looking for an experienced Social Media Manager who understands that social media is no longer just about posting content, it's about building attention, trust and revenue. This role is for someone with a minimum of 5 years experience in social media marketing who lives and breathes social media culture, understands consumer behaviour online and knows how to turn ideas into content people actually want to watch, save and share. You'll work across multiple brands, helping shape creative direction, content strategy and day-to-day execution across platforms including Instagram, TikTok and LinkedIn. This is not a traditional corporate marketing role. We move fast, think creatively and care deeply about creating content that performs. Responsibilities Manage day-to-day social media activity across multiple client accounts Build and lead content strategies aligned to brand and commercial goals Create and oversee content calendars across all key platforms Write captions, hooks and short-form video concepts Brief designers, editors, photographers and content creators Stay ahead of trends, platform updates and emerging content formats Manage community engagement including comments and DMs Analyse performance metrics and provide strategic recommendations Lead campaign launches, partnerships and influencer collaborations Support and direct content shoots where required Work closely with founders and clients to bring ideas to life quickly What We're Looking For Minimum 5 years experience in social media marketing Proven experience managing social media for brands or businesses Strong understanding of Instagram, TikTok and LinkedIn Exceptional copywriting and communication skills Deep understanding of what makes content perform organically Strong strategic thinking and creative problem-solving ability Highly organised with excellent attention to detail Ability to manage multiple accounts and deadlines simultaneously Confident using scheduling, reporting and analytics tools Someone who genuinely loves social media and internet culture Bonus Points If You Have Agency experience Experience working with founder-led brands Basic video editing skills Experience briefing UGC creators or influencers Photography or content creation experience Paid social experience What Success Looks Like In This Role Social channels consistently grow in engagement, reach and community Content is delivered on time and aligned to strategy Ideas are proactive, culturally relevant and commercially effective Clients feel supported, confident and excited by the work Social media contributes to measurable business growth, not just vanity metrics Why Join Us Work with founder-led brands across multiple industries Flexible and fast-moving environment Opportunity to take ownership and grow quickly Creative freedom and input into strategy Be part of a team that genuinely cares about doing exceptional work Please mention the word **RESPECT** and tag ROjox when applying to show you read the job post completely (#ROjox). This is a beta feature to avoid spam applicants. Companies can search these words to find applicants that read this and see they're human."
Field Staff,Rapido,,Not specified,"Aligarh,",2026-05-25T06:13:38+00:00,"📢 रैपीडो में जॉब का सुनहरा अवसर 🚀 अगर आप फील्ड में काम करने में रुचि रखते हैं और अच्छी सैलरी 💰 के साथ इंसेंटिव कमाना चाहते हैं, तो Rapido कंपनी आपके लिए शानदार मौका लेकर आई है। 📍 Hiring Cities: ✅ Gorakhpur ✅ Prayagraj ✅ Bareilly ✅ Agra ✅ Moradabad ✅ Aligarh 👉 नीचे दिए गए फ़ॉर्म का इस्तेमाल करके अभी अप्लाई करें: Apply Now Form :https://docs.google.com/forms/d/e/1FAIpQLSfkGuFj3iHB3-vZ4Kg08Y51c3aWM-n3stHhbHNvNXe7_8qnLA/viewform 📞 Contact: 9450435029 Please mention the word **EFFICACIOUS** and tag ROjox when applying to show you read the job post completely (#ROjox). This is a beta feature to avoid spam applicants. Companies can search these words to find applicants that read this and see they're human."
Data Entry Specialist Assistant Administrator,RecruitLytics Hire,"analyst, technical, customer support, marketing, accounting, finance, education, exec, excel, legal, virtual assistant, video, microsoft, ops, saas, cloud, sales, recruiter, data entry, admin",Not specified,"Hong Kong, Hong Kong, Hong Kong SAR",2026-05-25T06:13:00+00:00,"Remote Data Entry Specialist - Assistant Administrator Work Mode: Remote We are seeking a Remote Data Entry Specialist - Assistant Administrator to support data management and administrative operations across our organization. This fully remote role is ideal for individuals who are detail-oriented, organized, and comfortable handling both data entry tasks and general administrative support responsibilities. In this role, you will assist with maintaining accurate records, updating internal systems, and supporting day-to-day administrative workflows. Your ability to manage data with precision while staying organized across multiple tasks will contribute directly to operational efficiency and reliable information management. Job Responsibilities: 1) Data Entry and Record Management Input, update, and maintain data across spreadsheets, databases, and internal systems Verify data accuracy and ensure records are complete and up to date Organize and maintain structured digital files and datasets Identify and correct inconsistencies or errors in data 2) Administrative Support and Coordination Assist with routine administrative tasks and internal processes Maintain trackers, logs, and reporting documents Support coordination of tasks to ensure timely completion Help manage and organize documentation for easy access 3) Communication and Task Tracking Review incoming requests and route them appropriately Communicate clearly with team members regarding updates or data issues Track task progress and follow up on outstanding items Provide updates on completed and pending work 4) Documentation and Quality Control Maintain standardized formats across data and documentation Perform routine checks to ensure data quality and consistency Support process documentation and workflow improvements Assist in preparing basic reports or summaries when required Required Qualifications: Strong attention to detail and accuracy in data handling Basic proficiency with Microsoft Excel, Google Sheets, or similar tools Good organizational and time management skills Ability to follow structured processes and instructions carefully Clear written communication skills Comfortable working independently in a remote environment Reliable, self-motivated, and able to manage repetitive tasks consistently Previous data entry or administrative experience is a plus but not required Benefits Package: Competitive compensation package Flexible fully remote working environment Structured onboarding and training support Opportunities for career development and progression Supportive and collaborative team culture Regular feedback and performance recognition We are committed to fostering a positive remote work environment where employees can develop their skills, contribute effectively, and grow within the organization. Keywords: Data entry • Administrative support • Remote role • Data management • Spreadsheet skills • Record keeping • Task coordination • Documentation • Workflow support • Attention to detail • Time management • Remote operations • Business support • Team collaboration • Career growth • Work from home Please mention the word **OVERJOYED** and tag ROjox when applying to show you read the job post completely (#ROjox). This is a beta feature to avoid spam applicants. Companies can search these words to find applicants that read this and see they're human."
Administrative & Executive Support Professionals,Crossing Hurdles,"customer support, exec",Not specified,"Canada,",2026-05-25T05:04:36+00:00,Posted 10:12:30 AM. Position: Office and Administrative Domains specialistType: ContractCompensation: $20 -…See this and similar jobs on LinkedIn. Please mention the word **SELECTIVE** and tag ROjox when applying to show you read the job post completely (#ROjox). This is a beta feature to avoid spam applicants. Companies can search these words to find applicants that read this and see they're human.
Investment Analyst,Crossing Hurdles,"analyst, finance, non tech",Not specified,,2026-05-25T04:03:35+00:00,Position: Investment AnalystType: ContractCompensation: $154 - $210/hourLocation: RemoteCommitment:…See this and similar jobs on LinkedIn. Please mention the word **COMPACT** and tag ROjox when applying to show you read the job post completely (#ROjox). This is a beta feature to avoid spam applicants. Companies can search these words to find applicants that read this and see they're human.
Customer Support Specialist,Crossing Hurdles,"customer support, non tech",Not specified,,2026-05-25T02:03:44+00:00,Posted 8:04:18 AM. Position: Customer Support SpecialistType: ContractCompensation: $20 - $70/hourLocation:…See this and similar jobs on LinkedIn. Please mention the word **REVOLUTIONARY** and tag ROjox when applying to show you read the job post completely (#ROjox). This is a beta feature to avoid spam applicants. Companies can search these words to find applicants that read this and see they're human.
Videographer and Content Creator,Lean Marketing,"sys admin, architecture, marketing, exec, travel, video, education, content writing, stats, full time",Not specified,"Gold Coast, Gold Coast, Queensland, Australia",2026-05-25T00:00:00+00:00,"This is not a typical job ad, because this is not a typical company. Read this carefully. We are Lean Marketing, home of the 1-Page Marketing Plan. We are a high-intensity, high-performance team founded by bestselling author Allan Dib. We're direct, we're passionate, and we're looking for A-Players who are hungry to build something significant. We have a proven business and audiences who already trust our brand. Now we need someone exceptional to build our content engine from the ground up. Location: Gold Coast (Hybrid - Remote with in-person shoots) Type: Full-time Compensation: AUD $80,000 - $110,000 depending on experience Your Mission: Build Our Content Foundation This isn't just a videography job. You will be the founding creative who architects our entire content system—transforming business strategy into compelling content that drives reach, trust, and inbound demand. You'll start hands-on: filming, editing, creating. But you'll be trained to think strategically, build systematically, and become the head of content for a proven, high-performance brand. What You'll Be Doing: Weekly shoots to capture short & long form content, including in-studio podcasts, YouTube videos, and reels Research winning concepts and build world-class content frameworks that we'll scale across our brand Create and establish brand channels with repeatable content systems built from the ground up Pioneer strategic ideas for hooks, visuals, content stacks, and platform-specific growth Work directly with our business frameworks to develop our content methodology and evolve into our head of content Paid travel within Australia, and to the US and Europe annually, documenting our high-impact events and capturing behind-the-scenes content Who We're Looking For (Are You One of Us?): You're a creative or freelancer who wants a long-term opportunity as part of a business making real impact. You're obsessed with self-development, marketing & content, have experience filming/editing and growing content channels, and want to grow more strategically. You crave mentorship, growth, and a clear path to level up. You're also: An A-Player: You are ambitious, relentlessly coachable, and act like you're building your own media empire. You get annoyed by teammates who don't match your pace A Strategic Creator : You don't just make pretty videos—you understand how content drives business results and want to build systems that scale A Problem Solver : You believe in ""Fix It Twice""—curing the disease, not just treating the symptom. Tech-Fluent: You are comfortable with modern content tools, publishing systems, and analytics platforms Genuinely Passionate : You care deeply about audience transformation and have a fire for self-development and marketing mastery Bonus if you have created/edited content for entrepreneurs & business owners or have ideas constantly and are looking for the right outlet. Why Work With Us: Premium Brand Building : Deep involvement in building a high-performance personal brand Complete Creative Ownership : Full ownership over content outcomes with a clear growth pathway to become creative director Behind-The-Scenes Access : Exposure to real client transformations, high performance events, and exclusive content gold Creative Freedom : Flexibility, creative input, and growth-based incentives Uncapped Growth Potential : We offer a competitive base salary plus the opportunity to grow with a quickly scaling business. Your success is in your hands Work Hard, Play Harder : We offer 38 days of total time off per year (covering both annual leave and public holidays) with 100% remote flexibility because we believe in balancing intense work with deep rest How to Apply No resumes required. Send us: A 1-minute video introducing yourself and why this opportunity excites you Your content portfolio (Instagram, Drive, YouTube, etc) Your favourite business and education creator, and why you rate their content Subject Line: Videographer - [Your Name] Send to: Anna@leanmarketing.com We're not hiring another camera person. We're investing in someone who's ready to build, grow, and become the architect of our content future. If you're done with small gigs and want the role that transforms you from creator to content leader— Apply now. Please mention the word **OUTSMART** and tag ROjox when applying to show you read the job post completely (#ROjox). This is a beta feature to avoid spam applicants. Companies can search these words to find applicants that read this and see they're human."
Atendimento ao Passageiro no Destino,PANROTAS,"finance, c, non tech, excel",Not specified,"Rio de Janeiro,",2026-05-25T00:00:00+00:00,"Vaga Atendimento ao Passageiro no Destino Publicado em 25/05/2026 09:23:30 Empresa Fui Gostei Trips Cidade Rio de Janeiro, RJ Bairro Todos os Santos E-mail Telefone Descrição Vaga Atendimento ao Passageiro no Destino Modelo 100% remoto Contratao PJ Escala de trabalho a combinar Suas principais atividades Prestar atendimento aos passageiros durante a viagem, oferecendo suporte, orientação e soluções no destino Realizar preenchimento de planilhas e atualização de registros Garantir uma experincia acolhedora e encantadora aos nossos clientes Requisitos Ensino médio completo Conhecimento básico de Excel Computador próprio e internet estável Será um diferencial Conhecimento em Notion, CRM e ferramentas de gestão Espanhol intermedirio ou avançado Conhecimento sobre destinos operados pela Fui Gostei Trips Buscamos pessoas comunicativas, organizadas, proativas e que gostem de trabalhar com pessoas e experiencias! Interessados(as), preencher o formulário. Só será aceito candidaturas que forem através do formulário: Copie e cole o link em seu navegador: httpslnkd.indZMmTwzX Para candidatar-se a vaga, acesse sua conta Please mention the word **SLEEK** and tag ROjox when applying to show you read the job post completely (#ROjox). This is a beta feature to avoid spam applicants. Companies can search these words to find applicants that read this and see they're human."
Sensing,PT Indofood CBP Sukses Makmur Tbk - Noodle Division,"analyst, technical, customer support, marketing, accounting, finance, education, exec, excel, legal",Not specified,"Palembang,",2026-05-24T22:22:37+00:00,"Persyaratan Pekerjaan Pendidikan minimal Sarjana (S1) atau lebih tinggi di bidang Kehutanan, Geografi, Teknik Elektro, Teknik Geodesi, Ilmu Lingkungan, atau bidang terkait Memiliki keahlian dalam teknologi dan metode penginderaan jauh, dengan pengalaman kerja relevan minimal 1 tahun Menguasai perangkat lunak terkait seperti ENVI, ERDAS, Mission Planner, dan QGIS Memiliki pengalaman yang terbukti dalam merancang, mengimplementasikan, dan memantau program penginderaan jauh Memiliki kemampuan analisis yang kuat serta mampu mengomunikasikan informasi teknis yang kompleks kepada pemangku kepentingan, baik teknis maupun non-teknis Memiliki keterampilan interpersonal yang baik, dengan rekam jejak bekerja secara efektif dalam tim Memiliki pengalaman di industri perkebunan kelapa sawit atau karet menjadi nilai tambah Bersedia melakukan perjalanan dinas ke lokasi kerja (site) Mampu berbahasa Inggris dan Bahasa Indonesia, baik lisan maupun tulisan dengan baik Deskripsi Pekerjaan Mengelola program penginderaan jauh untuk mendukung praktik keberlanjutan perusahaan Merancang, mengimplementasikan, dan memonitor program penginderaan jauh secara end-to-end Mengelola serta menganalisis data penginderaan jauh sebagai dasar pengambilan keputusan Berkolaborasi lintas departemen untuk mengintegrasikan data ke dalam strategi bisnis dan sustainability Mengoperasikan dan mengelola UAV (Fixed Wing & Multi Rotor) untuk kebutuhan pengambilan data Berperan aktif dalam memastikan pemanfaatan teknologi penginderaan jauh berjalan efektif dan tepat gu Please mention the word **ADVOCATES** and tag ROjox when applying to show you read the job post completely (#ROjox). This is a beta feature to avoid spam applicants. Companies can search these words to find applicants that read this and see they're human."
Junior Project Manager,Haystack,"embedded, sys admin, infosec, education, technical, coordinator, customer support, dev, testing, marketing, travel, speech, exec, payroll, video, cloud, microsoft, ops, excel, stats, medical, recruiter, full time, digital nomad, project manager, finance, junior",Not specified,San Diego Metropolitan Area,2026-05-24T22:08:08+00:00,"We're hiring on behalf of a Haystack partner! The Role • Analyze and respond to user inquiries for IT-related issues. • Assist with improving project efficiency and effectiveness within an IT support context. • Perform professional technology support tasks including account access requests and application support. • Troubleshoot account issues and escalate priority problems. • Consolidate daily requests and manage information from various sources. • Engage with clients to understand IT requirements and translate them into project plans. What You'll Need • 1+ years of experience supporting a defense organization in a professional capacity. • Experience using Microsoft Power Platform tools. • Experience using Microsoft Office Suite tools, including Teams for collaboration. • Ability to learn new technologies and concepts quickly. • Ability to work cooperatively as a team member. • Ability to perform shift work. • Secret clearance required. • Bachelor's degree. What's On Offer • Competitive annual salary ($48,100 - $98,000) plus potential benefits and professional development opportunities. • Opportunity to work on complex problems and contribute to innovative solutions. • Engage directly with clients to ensure project success and meet quality standards. • Support for total well-being, including health, financial, and retirement benefits. Apply via Haystack today! Please mention the word **SWANK** and tag ROjox when applying to show you read the job post completely (#ROjox). This is a beta feature to avoid spam applicants. Companies can search these words to find applicants that read this and see they're human."
Chief Operating Officer,Programa Nacional para la Reducción de Pérdidas,"exec, operations, full time, telecommuting, non tech",Not specified,"United States,",2026-05-24T19:02:21+00:00,"Role Description This is a full-time, remote position for a Chief Operating Officer (COO). The COO…See this and similar jobs on LinkedIn. Please mention the word **PRESTIGIOUS** and tag ROjox when applying to show you read the job post completely (#ROjox). This is a beta feature to avoid spam applicants. Companies can search these words to find applicants that read this and see they're human."
